Invluokka,feaMed1,feaMed2,feaMed3,feaMed4,feaMed5,feaMed6,feaMed7,feaMed8,suoMod
241,42.0,161.5,243.0,133.0,164.0,166.0,36.5,29.5,0.0
321,52.0,180.0,241.0,137.0,174.0,179.0,35.0,33.0,1.0
242,42.0,158.0,242.0,130.0,162.0,160.0,54.0,22.0,0.0
321,44.0,159.0,241.0,131.0,165.0,162.0,5.0,23.0,1.0
322,46.0,161.0,239.0,129.0,161.0,167.0,0.0,21.0,1.0
242,43.5,164.0,243.5,136.0,169.5,166.5,57.5,34.5,0.0
241,35.0,148.0,241.0,133.0,151.0,158.0,75.0,9.0,0.0
242,45.0,169.0,243.0,137.0,171.0,171.0,98.0,23.0,0.0
220,42.0,118.0,240.0,131.0,134.0,126.0,0.0,9.0,0.0
105,48.0,104.0,232.5,145.0,120.5,130.0,0.0,17.5,0.0
242,44.0,132.5,243.0,135.5,148.0,134.5,0.0,20.0,0.0
242,47.0,117.0,242.0,132.0,140.5,128.0,0.0,10.5,0.0
104,59.0,100.5,226.5,146.0,115.0,129.5,8.5,12.0,0.0
104,38.5,104.5,239.5,148.5,113.0,126.5,7.0,16.0,0.0
242,47.0,116.0,241.0,138.0,142.5,126.0,0.0,15.0,0.0
241,46.0,115.0,243.0,138.0,143.0,128.0,0.0,12.0,0.0
242,46.0,115.0,242.0,136.0,139.0,128.0,1.0,12.0,0.0
241,46.0,130.0,245.0,132.0,149.0,137.0,0.0,12.0,0.0
242,47.0,137.0,244.0,131.0,156.0,142.0,0.0,16.0,0.0
220,43.0,114.0,241.0,138.0,130.0,120.0,0.0,8.0,0.0
220,45.0,110.0,240.0,140.0,127.0,120.0,0.0,16.0,0.0
104,39.0,106.0,241.5,144.0,121.0,106.0,0.0,7.5,0.0
261,41.0,116.0,242.0,139.0,133.0,125.0,0.0,11.0,0.0
261,38.5,117.0,242.0,137.0,133.0,126.0,0.0,8.5,0.0
220,52.0,98.5,234.0,139.5,114.5,120.5,0.0,4.0,0.0
104,33.0,117.0,242.0,144.0,129.0,124.0,6.0,11.0,0.0
104,34.5,127.0,243.0,137.0,142.5,130.0,10.0,1.0,0.0
220,43.0,122.0,242.0,136.0,139.5,128.0,3.0,7.0,0.0
241,43.0,136.0,242.0,130.5,146.5,146.5,15.5,15.0,0.0
242,54.5,162.0,242.0,133.5,165.5,166.5,7.5,21.0,0.0
242,38.0,160.5,243.0,134.0,165.5,172.5,90.0,15.0,0.0
242,37.5,159.0,243.0,134.0,166.0,168.5,74.0,20.5,0.0
321,44.0,167.5,244.0,135.5,172.5,173.0,1.0,28.0,0.0
242,36.0,161.0,243.0,133.0,166.0,170.0,73.0,18.0,0.0
333,47.0,148.0,239.0,128.5,154.5,165.0,0.0,22.0,1.0
313,43.0,151.0,242.0,131.0,160.5,152.0,14.5,31.5,1.0
321,47.0,166.0,241.0,133.0,167.0,168.0,24.0,28.0,0.0
242,48.5,163.0,242.0,134.0,165.5,160.5,51.0,19.0,0.0
242,50.0,151.0,242.0,128.0,161.0,159.0,25.0,12.0,0.0
241,50.0,137.0,243.0,126.0,151.0,151.0,34.0,8.0,0.0
241,48.0,143.0,243.0,127.0,153.0,154.0,21.0,6.0,0.0
241,50.0,149.5,241.0,127.0,154.0,156.0,6.0,4.0,0.0
241,50.0,141.0,241.0,127.0,151.0,154.0,22.0,5.0,0.0
241,49.0,143.0,242.0,127.0,153.0,153.0,3.0,5.0,0.0
242,49.0,144.0,242.0,128.0,154.0,154.0,18.0,7.0,0.0
242,34.5,153.0,242.0,133.5,158.0,171.0,80.5,7.0,0.0
241,43.0,147.0,241.0,130.0,158.0,157.0,66.0,12.0,0.0
323,41.5,144.5,243.0,130.5,153.5,140.5,3.5,19.0,1.0
323,40.0,157.0,240.0,132.5,160.0,167.0,2.5,19.0,1.0
241,44.0,129.0,242.0,129.0,144.0,134.0,1.0,5.0,0.0
242,46.0,145.0,244.0,128.0,159.0,147.0,0.0,16.0,0.0
242,49.0,146.0,241.0,130.0,157.0,150.0,0.0,12.0,0.0
241,49.0,133.0,241.0,127.0,147.0,135.0,0.0,10.0,0.0
242,48.0,140.0,243.0,126.0,149.0,144.0,0.0,10.0,0.0
241,53.0,135.5,240.0,128.0,146.0,138.5,0.0,11.0,0.0
232,47.0,125.0,241.0,130.0,138.0,131.0,0.0,5.0,0.0
241,48.0,130.0,241.0,129.0,141.0,132.0,0.0,6.0,0.0
241,47.0,128.0,242.0,129.0,141.0,132.0,3.0,4.0,0.0
321,38.0,162.0,241.0,135.0,167.0,163.0,0.0,22.0,0.0
241,45.0,133.0,242.0,130.0,147.0,137.0,0.0,3.0,0.0
241,46.0,128.0,242.0,129.0,144.0,133.0,0.0,5.0,0.0
242,47.0,147.0,243.5,129.5,159.0,151.0,0.0,16.0,0.0
321,44.0,139.0,243.0,130.0,153.0,144.0,3.0,14.0,0.0
321,47.0,141.0,244.0,131.0,160.0,157.0,4.0,20.0,0.0
242,46.0,140.5,245.0,129.0,158.5,145.5,1.5,17.0,0.0
242,48.0,140.0,244.0,127.5,158.0,143.0,0.0,12.5,0.0
242,45.5,137.5,244.0,128.0,156.0,141.0,0.0,13.0,0.0
241,48.5,127.0,241.5,127.0,144.5,136.5,0.0,10.0,0.0
262,49.0,145.0,242.0,134.0,162.0,154.0,2.0,28.0,0.0
323,33.0,136.0,244.0,132.0,154.0,139.0,4.0,27.0,1.0
332,39.0,134.0,244.0,134.0,149.0,141.0,3.0,23.0,1.0
242,46.0,141.5,245.0,129.0,160.0,140.0,0.0,18.0,0.0
242,47.0,143.0,244.0,128.0,160.0,149.0,0.0,13.0,0.0
333,23.0,131.0,245.0,135.0,142.0,130.0,0.0,21.0,0.0
232,48.0,130.0,241.0,136.0,144.0,134.5,0.0,11.0,0.0
242,47.0,139.0,244.0,129.0,155.0,148.0,0.0,18.0,0.0
323,43.0,148.0,244.0,135.0,162.0,148.0,4.0,28.0,0.0
232,49.0,119.0,240.0,130.0,141.0,136.0,0.0,8.0,0.0
232,47.5,126.5,241.0,134.0,149.0,142.0,0.0,11.0,0.0
323,40.0,138.5,246.0,134.0,160.0,143.0,3.5,29.0,0.0
333,36.0,135.5,245.0,134.0,157.0,139.5,0.0,28.0,0.0
232,49.0,127.0,241.0,130.0,141.0,133.0,0.0,7.5,0.0
335,42.0,113.0,247.0,132.0,142.0,119.0,0.0,18.0,0.0
333,27.0,133.0,245.0,134.0,147.0,137.0,0.0,20.0,1.0
321,42.0,136.0,244.0,128.0,153.5,144.0,1.5,14.5,0.0
312,40.0,152.0,243.0,135.0,164.0,149.5,5.5,35.5,1.0
241,38.0,124.0,243.0,135.0,136.0,125.0,3.0,10.0,0.0
332,34.0,141.0,243.0,133.0,151.0,142.0,0.0,22.0,1.0
321,44.0,148.0,243.0,132.0,162.0,156.0,3.0,18.0,0.0
321,45.0,145.0,244.0,134.0,161.0,148.0,1.0,21.0,0.0
323,32.0,143.0,243.0,132.0,157.0,142.0,4.0,28.0,1.0
242,44.0,146.0,243.0,129.0,158.0,155.0,3.0,19.0,0.0
313,40.0,145.0,243.0,135.5,156.5,153.5,2.0,27.5,0.0
251,45.0,173.0,243.0,137.0,174.0,170.5,73.5,29.0,0.0
242,46.0,142.0,244.0,130.0,157.5,146.0,0.0,12.5,0.0
242,47.0,146.0,243.0,129.0,159.0,153.0,0.0,14.0,0.0
333,32.5,132.5,247.0,137.0,157.5,142.0,1.0,26.0,1.0
312,44.0,153.0,241.0,132.0,163.0,156.0,16.0,23.0,0.0
312,42.0,156.0,243.0,134.0,167.0,162.0,5.0,28.0,0.0
333,38.0,139.5,242.5,132.0,156.0,156.0,0.0,26.5,1.0
262,49.0,153.0,242.0,133.0,165.0,164.0,2.0,29.0,0.0
321,47.0,162.0,242.0,134.0,167.0,168.0,2.0,29.0,0.0
312,45.0,161.0,242.0,136.0,169.0,163.5,47.5,30.5,0.0
242,49.5,152.5,241.0,132.0,165.5,162.0,2.0,31.5,0.0
242,43.0,138.5,245.0,128.0,160.0,144.0,2.0,23.5,0.0
323,37.0,141.0,245.0,134.0,165.0,140.0,3.0,34.0,0.0
332,44.0,138.0,244.0,133.0,160.0,143.0,2.0,33.0,1.0
262,44.0,147.0,240.0,133.0,161.0,150.0,0.0,39.0,1.0
323,45.0,147.0,244.0,132.0,165.0,148.0,4.0,28.0,0.0
323,41.0,138.0,245.0,129.0,161.0,146.0,3.0,26.0,0.0
232,43.0,125.0,242.5,132.5,142.5,129.0,0.0,13.0,0.0
241,44.0,135.0,245.0,130.0,153.0,138.0,0.0,16.0,0.0
241,43.0,133.0,244.0,131.0,152.5,136.0,0.0,16.0,0.0
242,46.0,155.0,244.0,132.0,166.0,158.5,0.5,29.0,0.0
333,34.0,133.0,244.0,135.0,154.0,145.0,0.0,26.0,1.0
241,44.0,133.0,244.0,131.0,151.0,138.0,0.0,16.0,0.0
241,44.0,133.0,245.0,129.0,150.0,137.0,0.0,16.0,0.0
252,45.0,184.0,242.0,146.0,173.0,196.0,92.0,55.0,0.0
252,60.0,194.0,242.0,145.0,176.0,192.0,96.0,53.0,0.0
252,47.5,180.0,242.5,141.0,175.0,173.5,107.0,42.0,0.0
263,59.0,184.0,242.0,140.0,175.0,170.0,114.0,44.0,0.0
263,62.0,190.0,243.0,143.0,175.0,171.0,122.0,45.0,0.0
251,62.0,191.0,243.0,144.0,176.0,175.0,125.0,48.0,0.0
251,60.0,190.0,243.0,144.0,175.0,173.0,119.0,48.0,0.0
263,57.0,183.0,243.0,142.0,174.0,172.0,129.0,40.0,0.0
220,49.0,126.0,241.0,137.0,140.0,134.0,0.0,10.0,0.0
271,47.5,126.0,243.0,130.0,153.0,174.5,1.0,44.0,0.0
271,49.5,122.0,243.0,133.0,149.5,158.0,3.0,35.0,0.0
242,54.0,154.5,241.0,129.5,154.0,159.0,1.0,17.0,0.0
242,48.0,135.0,243.0,130.0,154.0,150.0,0.0,17.0,0.0
271,44.0,132.5,243.0,128.5,158.0,163.5,0.0,19.0,0.0
251,52.0,184.0,240.0,144.0,175.0,187.0,117.0,31.0,0.0
262,52.0,186.0,241.0,142.0,175.0,188.0,121.0,35.0,0.0
242,54.5,180.0,239.5,141.5,168.0,176.0,57.5,30.0,0.0
241,54.0,144.0,240.0,132.5,154.0,153.5,0.0,12.5,0.0
241,50.0,148.0,239.0,131.0,150.0,154.0,0.0,14.0,0.0
271,45.0,129.0,239.0,134.0,154.0,164.0,1.0,54.0,0.0
262,57.5,139.5,240.0,129.0,160.0,174.0,0.0,46.0,0.0
242,61.0,151.0,242.0,128.0,164.0,171.0,0.0,35.0,0.0
262,52.0,131.0,242.0,127.0,161.0,170.0,0.0,50.0,0.0
262,57.0,134.0,240.0,127.0,160.0,165.0,0.0,31.0,0.0
104,55.0,128.0,230.0,131.0,138.0,150.0,1.0,35.0,0.0
262,57.0,149.0,239.0,126.0,156.0,171.0,0.0,33.0,0.0
262,59.0,138.0,221.0,124.0,159.0,172.0,2.0,44.0,0.0
263,46.0,138.0,237.0,132.0,159.0,164.0,3.0,48.0,0.0
262,42.5,135.0,237.0,135.5,150.5,163.5,0.0,43.5,0.0
262,44.0,140.0,239.0,133.0,152.0,163.0,1.0,51.0,0.0
242,50.0,161.0,242.0,129.0,167.0,173.0,0.0,35.0,0.0
251,46.0,178.0,240.0,145.0,168.0,175.0,101.0,33.0,0.0
262,55.0,185.0,240.0,149.0,176.0,182.0,109.0,37.0,0.0
242,42.0,159.0,242.0,135.0,169.0,162.0,45.0,29.0,0.0
241,40.0,140.0,244.0,130.0,155.5,143.0,0.0,20.5,0.0
241,42.0,151.5,244.0,133.0,164.0,155.0,32.5,23.0,0.0
251,43.0,159.0,243.0,134.0,168.0,157.0,55.0,30.0,0.0
251,42.0,155.0,244.0,135.0,166.0,158.0,41.0,17.0,0.0
430,39.0,150.0,243.5,132.0,157.0,147.0,32.5,27.0,0.0
220,46.0,132.5,241.5,134.0,147.0,132.5,0.0,19.0,0.0
241,43.0,134.0,244.0,134.0,147.0,136.0,8.0,20.0,0.0
241,43.0,131.0,243.0,134.0,146.0,137.0,7.0,16.0,0.0
232,44.0,128.0,244.0,134.0,146.0,131.0,29.0,22.0,0.0
242,48.0,148.0,242.0,127.0,161.0,158.0,59.0,24.0,0.0
242,47.0,148.0,243.0,128.0,161.0,159.0,49.0,25.0,0.0
241,44.0,135.5,245.5,134.0,151.0,134.5,40.0,13.5,0.0
241,44.0,140.0,244.0,132.0,155.0,145.0,39.0,15.0,0.0
242,51.0,145.0,243.0,130.0,158.0,157.0,38.0,27.0,0.0
262,54.5,141.5,240.5,127.5,156.5,159.5,10.0,13.0,0.0
242,42.0,149.0,244.0,131.0,161.0,152.0,45.0,25.0,0.0
241,41.0,137.0,243.0,132.0,151.0,146.0,32.0,18.0,0.0
241,37.0,144.0,241.0,132.0,150.0,162.0,8.0,21.0,0.0
242,53.0,157.0,242.0,130.0,168.0,171.0,60.0,23.0,0.0
242,45.5,153.5,243.0,129.0,167.0,161.0,61.5,25.0,0.0
242,49.0,157.0,244.0,130.0,168.0,166.0,41.0,23.0,0.0
241,44.0,135.0,245.0,134.0,152.0,136.0,32.0,14.0,0.0
241,40.0,136.0,243.0,130.0,150.0,134.0,31.0,24.0,0.0
263,50.5,154.5,242.0,136.0,163.0,161.0,16.0,33.0,0.0
220,45.0,124.0,242.0,138.0,146.0,134.0,0.0,12.0,0.0
242,44.0,132.0,242.0,135.0,145.0,138.0,0.0,19.0,0.0
232,43.0,131.0,245.0,134.0,143.0,126.0,31.0,7.0,0.0
241,43.0,141.0,245.0,132.0,153.0,136.0,28.0,9.0,0.0
241,42.0,139.0,244.0,131.0,150.0,130.0,30.0,7.0,0.0
241,41.0,134.0,244.0,131.0,145.0,125.0,34.0,11.0,0.0
263,45.0,150.0,242.0,135.0,161.0,155.0,24.0,35.0,0.0
241,40.0,141.0,244.0,132.0,149.0,137.0,45.0,18.0,0.0
251,44.0,151.0,244.0,131.0,156.0,147.0,62.0,19.0,0.0
252,41.0,162.0,244.0,136.0,171.0,149.0,76.0,39.0,0.0
242,42.0,164.0,242.0,134.0,167.0,167.0,56.0,23.0,0.0
241,40.0,160.0,243.0,134.0,166.0,162.0,64.0,27.0,0.0
241,43.0,163.0,242.0,134.0,169.0,165.0,68.0,28.0,0.0
242,43.0,168.0,242.0,140.0,170.0,164.0,74.0,30.0,0.0
242,33.5,162.0,241.5,135.0,165.0,174.0,76.0,16.5,0.0
241,37.0,152.0,242.0,133.0,161.0,154.0,43.0,24.0,0.0
241,34.0,160.0,242.0,136.0,162.0,168.0,67.0,19.0,0.0
242,42.0,158.0,243.0,133.0,165.0,163.0,49.0,24.0,0.0
242,34.5,157.5,243.0,135.0,162.0,165.0,65.5,18.5,0.0
321,50.0,173.0,242.0,137.0,173.0,171.0,27.0,30.0,1.0
241,41.0,162.0,241.0,136.5,165.5,170.0,64.0,18.0,0.0
262,46.0,149.0,242.0,135.0,160.0,150.0,44.0,27.0,0.0
262,48.0,154.0,242.0,136.0,162.0,155.0,73.0,31.0,0.0
262,45.0,154.0,242.0,136.0,161.0,149.0,62.0,33.0,0.0
251,45.0,121.0,242.0,133.0,142.0,129.0,0.0,19.0,0.0
104,51.0,116.0,232.0,133.0,130.0,138.0,0.0,24.5,0.0
104,42.0,112.0,238.0,139.0,129.0,139.0,1.5,27.0,0.0
262,43.0,105.0,238.0,145.0,134.0,141.0,0.0,27.0,0.0
101,49.0,110.0,232.0,143.0,124.0,127.0,28.0,25.0,0.0
104,57.0,107.0,223.0,147.0,118.0,144.0,24.0,20.0,0.0
104,46.0,104.0,239.0,149.0,128.0,128.0,7.0,26.0,0.0
104,40.0,104.0,240.0,149.0,119.0,129.0,8.0,11.0,0.0
104,40.0,105.0,240.0,146.0,124.0,129.0,4.0,15.0,0.0
104,54.0,116.0,223.0,130.0,124.0,134.0,0.5,24.0,0.0
104,40.0,112.5,240.5,144.0,125.0,120.0,6.0,23.0,0.0
232,48.0,122.0,241.0,136.0,137.0,129.0,0.0,11.0,0.0
242,44.0,117.0,242.0,140.0,137.0,129.0,1.0,20.0,0.0
242,43.0,126.0,243.0,133.0,145.0,128.0,0.0,28.0,0.0
242,46.0,126.0,241.0,133.0,140.5,130.0,0.0,21.5,0.0
242,41.0,127.0,242.5,127.5,139.5,132.5,0.0,10.5,0.0
242,47.0,150.0,243.0,131.0,160.0,155.0,0.0,18.0,0.0
104,45.5,112.5,239.5,142.0,129.0,126.0,0.0,13.5,0.0
104,44.5,109.0,238.0,140.0,123.5,127.5,0.0,21.0,0.0
271,49.0,117.0,242.0,138.0,146.0,136.0,0.0,17.0,0.0
262,50.0,125.0,243.0,135.5,150.0,136.5,0.5,26.5,0.0
242,50.0,111.0,240.0,137.0,135.0,126.0,0.0,16.0,0.0
232,47.0,112.0,240.0,138.0,136.0,125.0,0.0,10.0,0.0
104,43.0,97.0,238.0,148.0,115.5,141.0,0.0,13.0,0.0
104,44.0,107.0,240.0,143.0,141.0,145.0,0.0,15.0,0.0
104,44.0,102.5,239.0,145.5,119.0,148.0,0.0,15.5,0.0
104,45.0,99.0,238.0,147.0,118.0,147.0,0.0,16.0,0.0
104,48.0,91.0,238.0,152.0,113.0,135.0,0.0,11.0,0.0
104,47.0,95.0,235.0,148.0,110.0,133.0,0.0,13.0,0.0
242,45.0,98.5,236.0,150.0,113.0,134.0,0.0,16.0,0.0
242,47.0,127.5,244.0,130.0,154.0,140.5,0.0,14.0,0.0
271,41.0,112.0,243.0,138.0,132.0,119.0,0.0,24.0,0.0
242,46.0,125.0,244.0,129.0,147.0,131.0,0.0,17.0,0.0
271,44.0,103.5,235.5,144.0,116.0,118.0,2.0,18.0,0.0
232,40.0,112.0,241.0,142.5,126.0,117.5,0.0,6.5,0.0
271,45.0,104.0,242.0,143.0,129.0,144.0,0.0,23.0,0.0
271,45.0,100.0,242.0,145.0,127.0,152.0,0.0,22.0,0.0
271,44.0,103.0,243.0,142.0,131.0,150.0,0.0,23.0,0.0
104,38.5,105.0,239.0,147.0,112.0,126.5,13.0,13.0,0.0
271,44.0,106.0,240.0,146.0,120.0,117.0,0.0,15.0,0.0
271,44.0,108.0,241.0,146.0,119.0,133.0,5.0,19.0,0.0
104,41.0,102.0,241.0,154.0,118.0,101.0,16.0,10.0,0.0
271,40.0,104.0,235.0,150.0,117.0,124.0,13.0,23.0,0.0
271,44.5,106.0,234.5,144.5,118.0,124.5,8.0,17.5,0.0
271,40.0,104.0,238.0,146.0,115.0,122.0,4.0,14.0,0.0
271,45.0,110.5,244.0,140.0,137.5,133.5,0.0,19.0,0.0
242,44.0,118.0,242.0,137.0,144.0,122.0,3.0,25.0,0.0
271,42.0,109.0,241.0,142.0,127.0,122.0,0.0,19.0,0.0
263,38.5,153.5,243.0,141.0,161.0,167.5,74.5,13.0,0.0
242,35.0,148.0,243.0,137.0,155.0,161.0,95.0,9.0,0.0
104,14.0,140.0,242.0,135.0,122.0,120.0,2.0,1.0,0.0
104,6.0,143.0,242.0,133.0,114.0,129.0,1.0,1.0,0.0
104,14.0,136.0,242.0,135.0,124.0,115.0,1.0,1.0,0.0
242,41.0,169.0,240.5,136.0,164.0,196.0,47.5,35.5,0.0
242,35.0,142.0,240.0,134.0,149.0,156.0,70.0,10.0,0.0
104,31.0,124.0,243.0,143.0,131.0,123.0,1.0,13.0,0.0
251,38.0,163.0,244.0,139.5,165.0,166.0,89.5,23.5,0.0
104,19.5,136.5,242.0,135.0,134.5,133.0,2.0,23.0,0.0
242,45.0,148.0,243.0,129.0,162.0,149.0,37.0,17.0,0.0
242,48.0,154.0,243.0,129.0,165.0,161.0,45.0,18.0,0.0
251,47.0,150.0,243.0,129.0,161.5,155.5,42.5,16.5,0.0
321,53.0,165.0,241.0,129.0,166.0,161.0,0.0,19.0,1.0
242,45.0,154.0,244.0,132.0,163.0,162.0,48.0,16.0,0.0
241,49.0,136.0,242.0,125.0,151.0,151.0,25.0,12.0,0.0
311,47.0,163.0,243.0,138.0,172.0,168.0,74.0,29.0,0.0
241,52.0,147.0,241.0,130.0,156.0,155.0,20.0,11.0,0.0
242,51.0,143.0,242.0,129.0,164.0,150.0,4.0,23.0,0.0
251,51.0,174.0,240.0,141.0,175.0,174.0,63.0,23.0,0.0
263,54.0,177.0,241.0,139.0,178.0,174.0,50.0,36.0,0.0
220,42.0,121.0,241.0,140.5,137.5,129.5,0.0,9.5,0.0
242,46.0,143.0,244.0,135.0,158.0,145.0,1.0,17.0,0.0
220,43.0,128.0,242.0,138.0,143.0,134.0,0.0,12.0,0.0
251,48.0,172.0,242.0,135.0,175.0,170.0,48.0,24.0,0.0
263,47.0,159.0,242.0,133.0,170.0,164.0,4.0,30.0,0.0
241,45.0,133.0,244.0,133.0,153.5,138.5,0.0,7.5,0.0
241,46.0,126.0,242.0,134.0,141.0,138.0,0.0,9.0,0.0
262,41.0,163.0,243.0,135.0,172.0,168.0,78.0,21.0,0.0
241,42.0,137.0,243.0,128.0,156.0,149.0,41.0,11.0,0.0
262,46.0,173.0,243.0,140.0,172.0,161.5,81.0,35.5,0.0
262,49.0,175.0,243.0,141.0,171.0,162.0,69.0,36.0,0.0
241,43.0,148.0,245.0,130.0,161.0,151.0,49.0,19.0,0.0
242,45.0,154.0,244.0,133.0,163.0,161.0,59.0,18.0,0.0
242,48.0,152.0,244.0,131.0,164.0,161.0,49.0,18.0,0.0
242,48.0,165.0,243.0,135.0,169.0,168.0,55.0,24.0,0.0
241,48.0,148.0,244.0,131.0,162.0,161.0,37.5,19.0,0.0
242,44.0,151.0,244.0,128.0,162.0,160.0,35.0,18.0,0.0
242,42.0,157.0,244.0,133.0,168.0,159.0,46.0,15.0,0.0
252,47.0,174.0,242.0,141.0,176.0,173.0,87.0,32.0,0.0
241,46.0,117.0,242.5,142.5,140.0,126.0,0.0,7.0,0.0
242,47.5,147.0,243.0,129.5,161.0,152.0,0.0,15.5,0.0
241,44.0,140.0,244.0,128.0,163.0,147.0,0.0,14.0,0.0
242,42.0,151.5,245.0,134.5,164.0,149.0,0.0,18.5,0.0
242,49.0,159.0,242.0,133.0,166.0,162.0,0.0,24.0,0.0
242,49.0,154.5,243.0,130.0,166.0,157.5,0.0,21.0,0.0
242,49.0,155.0,243.0,129.0,167.0,160.0,0.0,19.0,0.0
262,46.5,93.0,242.0,151.5,128.0,106.0,0.0,11.5,0.0
262,59.0,112.0,242.0,141.0,153.0,136.0,0.0,37.0,0.0
242,47.0,144.0,242.0,133.0,155.0,153.0,7.0,30.0,0.0
101,46.0,125.0,240.0,139.0,146.0,134.0,6.0,12.0,0.0
101,47.0,114.0,240.0,139.0,145.0,136.0,4.0,11.0,0.0
242,44.0,173.0,243.0,138.0,173.0,167.0,76.0,29.0,0.0
251,47.0,177.0,243.0,138.0,176.0,173.0,72.0,24.0,0.0
242,46.0,173.0,242.0,136.0,172.0,176.0,63.5,31.0,0.0
242,49.0,173.0,243.0,135.0,171.0,174.0,27.0,31.0,0.0
242,48.5,171.5,242.0,132.5,171.0,172.5,29.5,28.0,0.0
242,52.0,181.0,243.0,140.0,175.0,180.0,72.0,30.0,0.0
241,49.0,132.0,242.0,127.0,145.0,143.0,0.0,14.0,0.0
232,48.0,131.0,242.0,128.0,145.0,138.0,0.0,12.0,0.0
241,46.0,132.0,243.0,132.0,148.0,137.0,3.0,16.0,0.0
241,44.0,151.0,245.0,134.0,164.0,150.5,25.0,22.5,0.0
242,42.0,166.5,244.0,137.0,171.5,165.0,73.0,29.0,0.0
242,44.0,167.0,244.0,136.0,173.0,167.0,62.0,32.0,0.0
242,42.0,167.5,244.0,137.5,173.0,166.5,60.5,28.0,0.0
242,42.0,168.0,244.0,137.0,174.0,167.0,67.5,29.5,0.0
242,40.0,169.0,242.0,136.0,163.0,179.0,56.0,21.0,0.0
242,45.0,170.0,242.0,137.0,166.0,179.0,71.0,20.0,0.0
241,40.0,158.0,243.0,134.0,160.0,168.0,63.0,19.0,0.0
262,51.0,95.0,241.0,150.0,126.0,118.0,0.0,18.0,0.0
241,44.0,124.0,246.0,135.0,153.0,129.0,0.0,15.0,0.0
241,46.0,100.0,243.0,146.0,133.0,111.0,0.0,9.0,0.0
242,46.0,127.0,247.0,131.0,158.0,139.0,0.0,14.0,0.0
242,46.0,131.0,246.0,131.0,158.0,140.0,0.0,16.0,0.0
242,45.5,148.0,244.0,130.0,162.5,150.0,0.0,19.5,0.0
241,49.0,140.0,242.0,129.0,159.0,149.0,0.0,15.0,0.0
241,49.0,128.0,243.0,132.0,146.0,134.0,0.0,9.0,0.0
242,46.0,168.0,243.0,139.0,174.0,163.0,39.0,24.0,0.0
241,52.0,132.0,243.0,131.0,149.0,144.0,1.0,15.0,0.0
241,49.0,142.0,243.0,131.0,153.0,152.0,0.0,15.0,0.0
242,51.0,158.0,244.0,136.0,163.0,164.0,42.0,22.0,0.0
251,44.0,172.0,244.0,137.0,174.0,173.0,88.0,21.0,0.0
251,45.0,172.5,243.0,137.0,174.0,176.0,65.0,27.5,0.0
242,45.0,168.0,244.0,136.0,172.0,170.0,39.0,34.0,0.0
242,46.0,167.0,243.0,134.0,170.0,171.0,19.0,34.0,0.0
242,47.0,175.0,243.0,138.0,173.0,174.0,46.0,42.0,0.0
241,48.0,138.0,242.0,128.0,149.0,145.0,0.0,10.0,0.0
241,46.0,140.0,243.0,128.0,151.0,147.0,0.0,13.0,0.0
241,48.0,137.0,243.0,129.0,151.0,147.0,0.0,15.0,0.0
241,43.0,142.0,244.0,126.0,155.5,145.0,0.0,10.5,0.0
242,47.0,174.0,244.0,138.0,173.0,171.0,51.5,24.0,0.0
242,46.0,168.0,243.0,134.0,169.0,166.0,30.0,23.0,0.0
242,43.0,160.0,244.0,133.0,167.0,162.0,43.0,20.0,0.0
242,45.0,173.5,243.0,138.0,172.0,175.0,67.0,30.0,0.0
242,46.0,171.0,243.0,135.0,170.0,170.0,0.0,27.0,0.0
242,42.0,157.0,244.0,132.0,165.0,161.0,32.0,20.0,0.0
242,43.0,162.5,244.0,133.5,166.0,166.5,50.0,21.0,0.0
242,46.0,162.0,243.0,133.0,167.0,166.0,17.0,24.5,0.0
242,44.0,161.0,243.0,132.0,167.0,163.0,46.0,24.5,0.0
242,45.0,168.0,243.0,135.0,168.5,170.0,44.0,16.0,0.0
242,43.0,159.0,244.0,133.0,164.0,160.0,30.0,15.0,0.0
242,45.0,167.0,243.0,135.0,170.0,167.0,49.0,20.0,0.0
242,46.0,168.0,243.0,135.0,171.0,171.5,60.0,19.0,0.0
242,43.0,164.5,244.0,137.0,169.0,163.5,34.5,35.5,0.0
241,43.0,146.0,244.0,130.0,158.0,151.0,37.0,27.0,0.0
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,47.0,118.0,242.0,140.0,139.0,127.0,3.0,9.0,0.0
241,46.0,140.0,243.0,132.0,153.0,151.0,0.0,16.0,0.0
242,44.0,146.0,243.0,132.0,158.0,153.0,3.0,19.0,0.0
241,47.0,133.0,243.0,129.0,151.0,146.0,0.0,12.0,0.0
333,37.0,147.0,242.0,134.0,163.0,167.5,0.5,23.5,1.0
333,25.5,127.0,246.0,136.5,148.0,138.0,1.5,21.5,1.0
323,36.0,148.0,244.0,138.0,163.0,156.0,3.0,31.0,1.0
242,44.0,141.0,244.0,129.0,160.0,149.0,1.0,15.0,0.0
242,43.0,142.0,244.0,130.0,160.0,149.0,0.0,16.0,0.0
